ID,TMC,Severity,Start_Time,End_Time,City,State,Timezone,Visibility(mi),Temperature(F),Humidity(%),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-11603,201,3,1/18/2017 16:45,1/18/2017 17:30,Sacramento,CA,US/Pacific,6,48,93,26.5,0.05,Light Rain
A-11604,201,3,1/18/2017 16:48,1/18/2017 17:33,Manteca,CA,US/Pacific,4,48.2,93,35.7,0.07,Light Rain
A-11605,241,3,1/18/2017 16:54,1/18/2017 17:23,Oakland,CA,US/Pacific,10,53.1,86,26.5,0.01,Light Rain
A-11606,201,2,1/18/2017 16:53,1/18/2017 17:23,San Jose,CA,US/Pacific,6,52,83,32.2,0.01,Light Rain
A-11608,201,2,1/18/2017 16:56,1/18/2017 17:26,Auburn,CA,US/Pacific,9,46.4,87,12.7,0.03,Overcast
A-11609,201,3,1/18/2017 17:06,1/18/2017 17:36,Emeryville,CA,US/Pacific,10,53.1,86,26.5,0.01,Light Rain
A-11610,201,2,1/18/2017 17:09,1/18/2017 17:39,Los Gatos,CA,US/Pacific,6,52,83,32.2,0.01,Light Rain
A-11611,203,2,1/18/2017 16:59,1/18/2017 17:29,San Jose,CA,US/Pacific,6,52,83,32.2,0.01,Light Rain
A-11614,201,2,1/18/2017 17:15,1/18/2017 18:00,Stockton,CA,US/Pacific,5,48.9,90,33.4,0.07,Light Rain
A-11615,201,3,1/18/2017 17:31,1/18/2017 18:00,Oakland,CA,US/Pacific,10,53.1,86,31.1,0,Light Rain
A-11616,241,2,1/18/2017 17:30,1/18/2017 18:00,Concord,CA,US/Pacific,2.5,52,80,12.7,0.02,Light Rain
A-11618,201,3,1/18/2017 17:47,1/18/2017 18:17,Pleasanton,CA,US/Pacific,10,51.1,74,6.9,0,Overcast
A-11620,201,3,1/18/2017 17:47,1/18/2017 18:47,Sacramento,CA,US/Pacific,9,48.9,86,25.3,0.01,Light Rain
A-11621,201,3,1/18/2017 17:48,1/18/2017 18:32,Tracy,CA,US/Pacific,7,48,93,29.9,0.05,Light Rain
A-11623,201,2,1/18/2017 17:52,1/18/2017 18:22,Antioch,CA,US/Pacific,2.5,52,80,12.7,0.02,Light Rain
A-11625,201,2,1/18/2017 18:02,1/18/2017 18:32,Healdsburg,CA,US/Pacific,1,50,96,16.1,0.31,Heavy Rain
A-11626,201,2,1/18/2017 18:08,1/18/2017 18:38,Oroville,CA,US/Pacific,10,46.9,90,6.9,0.01,Light Rain
A-11627,203,2,1/18/2017 18:12,1/18/2017 18:42,Modesto,CA,US/Pacific,10,50,74,27.6,0.01,Light Rain
A-11631,201,2,1/18/2017 18:23,1/18/2017 19:08,Stockton,CA,US/Pacific,7,48,93,29.9,0.05,Light Rain
A-11632,241,3,1/18/2017 18:41,1/18/2017 19:11,San Pablo,CA,US/Pacific,5,52,80,13.8,0.07,Light Rain
A-11634,201,3,1/18/2017 18:33,1/18/2017 19:17,Sacramento,CA,US/Pacific,9,48,89,25.3,0,Light Rain
A-11636,201,2,1/18/2017 19:00,1/18/2017 19:29,Aptos,CA,US/Pacific,6,51.1,96,3.5,0.13,Rain
A-11640,241,2,1/18/2017 19:19,1/18/2017 19:49,Antioch,CA,US/Pacific,5,52,80,13.8,0.07,Light Rain
A-11642,201,3,1/18/2017 19:21,1/18/2017 20:05,Sacramento,CA,US/Pacific,8,48,89,23,0,Light Rain
A-11643,201,2,1/18/2017 19:20,1/18/2017 20:05,Ripon,CA,US/Pacific,10,51.1,71,23,0,Overcast
A-11648,203,2,1/18/2017 19:43,1/18/2017 20:27,Sacramento,CA,US/Pacific,4,48,93,24.2,0.04,Rain
A-11649,201,2,1/18/2017 19:50,1/18/2017 20:20,Oakland,CA,US/Pacific,3,53.6,94,10.4,0.2,Heavy Rain
A-11650,201,3,1/18/2017 19:54,1/18/2017 20:24,Dixon,CA,US/Pacific,5,46.4,93,24.2,0.15,Overcast
A-11651,201,3,1/18/2017 19:54,1/18/2017 20:24,Sunol,CA,US/Pacific,6,53.1,77,12.7,0.05,Light Rain
A-11653,241,2,1/18/2017 20:10,1/18/2017 20:40,Los Gatos,CA,US/Pacific,4,52,86,21.9,0.06,Rain
A-11654,201,2,1/18/2017 20:16,1/18/2017 20:46,Los Gatos,CA,US/Pacific,3,52,89,8.1,0.13,Rain
A-11655,201,2,1/18/2017 20:18,1/18/2017 20:48,Benicia,CA,US/Pacific,3,53.1,83,19.6,0.17,Rain
A-11656,201,2,1/18/2017 20:40,1/18/2017 21:10,Los Gatos,CA,US/Pacific,3,52,89,8.1,0.13,Rain
A-11659,201,3,1/18/2017 21:03,1/18/2017 21:47,Woodland,CA,US/Pacific,6,48,93,23,0.07,Rain
A-11660,201,2,1/18/2017 21:02,1/18/2017 21:46,Placerville,CA,US/Pacific,5,44.6,93,26.5,0.02,Overcast
A-11662,201,3,1/18/2017 21:18,1/18/2017 21:48,Oakland,CA,US/Pacific,10,53.1,93,9.2,0.02,Light Rain
A-11664,241,3,1/18/2017 21:29,1/18/2017 21:59,Milpitas,CA,US/Pacific,10,53.1,83,11.5,0,Overcast
A-11665,201,3,1/18/2017 21:28,1/18/2017 22:12,Sacramento,CA,US/Pacific,10,48,93,17.3,0.06,Overcast
A-11667,201,3,1/18/2017 21:36,1/18/2017 22:06,Stockton,CA,US/Pacific,5,48.9,93,27.6,0.09,Rain
A-11668,203,2,1/18/2017 21:47,1/18/2017 22:32,Tracy,CA,US/Pacific,10,48,93,20.7,0.12,Light Rain
A-11671,201,2,1/18/2017 21:57,1/18/2017 22:27,Santa Clara,CA,US/Pacific,10,53.1,83,11.5,0,Overcast
A-11673,201,2,1/18/2017 21:58,1/18/2017 22:43,Placerville,CA,US/Pacific,4,41,100,19.6,0.07,Overcast
A-11679,201,2,1/18/2017 22:30,1/18/2017 22:59,Salinas,CA,US/Pacific,10,50,89,12.7,0.01,Overcast
A-11682,201,2,1/18/2017 22:36,1/18/2017 23:21,Sacramento,CA,US/Pacific,10,48.9,90,16.1,0,Overcast
A-11687,201,3,1/18/2017 23:35,1/19/2017 0:05,Fairfield,CA,US/Pacific,10,53.1,86,10.4,0.04,Light Rain
A-11688,201,3,1/18/2017 23:35,1/19/2017 0:04,Danville,CA,US/Pacific,10,52,77,6.9,0,Mostly Cloudy
A-11690,201,3,1/18/2017 23:44,1/19/2017 0:13,Vacaville,CA,US/Pacific,9,48,96,10.4,0,Light Rain
A-11694,201,3,1/18/2017 23:57,1/19/2017 0:27,San Francisco,CA,US/Pacific,10,54,83,11.5,0,Mostly Cloudy
A-11695,343,2,1/18/2017 23:56,1/19/2017 0:26,Vallejo,CA,US/Pacific,10,53.1,86,10.4,0.04,Light Rain
A-11696,201,2,1/18/2017 23:56,1/19/2017 0:25,Byron,CA,US/Pacific,10,50,83,9.2,0,Partly Cloudy
A-11701,201,3,1/19/2017 0:22,1/19/2017 0:51,San Jose,CA,US/Pacific,10,48.9,93,4.6,0,Overcast
A-11703,201,3,1/19/2017 0:29,1/19/2017 1:14,Sacramento,CA,US/Pacific,10,48.9,90,11.5,0,Overcast
A-11706,201,2,1/19/2017 0:34,1/19/2017 1:04,Sacramento,CA,US/Pacific,10,48.9,90,11.5,0,Overcast
A-11707,201,3,1/19/2017 0:45,1/19/2017 1:14,Vacaville,CA,US/Pacific,8,50,96,9.2,0.04,Light Rain
A-11709,201,2,1/19/2017 1:31,1/19/2017 2:15,Orinda,CA,US/Pacific,10,52,80,9.2,0,Overcast
A-11710,201,2,1/19/2017 1:30,1/19/2017 2:15,Concord,CA,US/Pacific,10,52,80,9.2,0,Overcast
A-11714,241,3,1/19/2017 2:27,1/19/2017 3:12,Cupertino,CA,US/Pacific,10,50,86,4.6,0,Overcast
A-11718,241,3,1/19/2017 5:17,1/19/2017 6:03,Berkeley,CA,US/Pacific,10,53.1,83,12.7,0,Overcast
A-11727,201,2,1/19/2017 8:25,1/19/2017 8:55,San Jose,CA,US/Pacific,10,51.1,86,6.9,0,Mostly Cloudy
A-11730,201,3,1/19/2017 8:37,1/19/2017 9:22,Oakland,CA,US/Pacific,10,55,83,6.9,0,Light Rain
A-11731,201,3,1/19/2017 8:48,1/19/2017 9:17,Oakland,CA,US/Pacific,10,55,83,6.9,0,Light Rain
A-11732,201,2,1/19/2017 8:55,1/19/2017 9:23,Santa Clara,CA,US/Pacific,10,51.1,86,6.9,0,Mostly Cloudy
A-11733,201,3,1/19/2017 8:41,1/19/2017 9:30,Stockton,CA,US/Pacific,9,48.9,97,8.1,0,Mostly Cloudy
A-11734,201,2,1/19/2017 8:57,1/19/2017 9:26,Stockton,CA,US/Pacific,9,48.9,97,8.1,0,Mostly Cloudy
A-11735,201,2,1/19/2017 8:48,1/19/2017 9:17,Modesto,CA,US/Pacific,10,51.1,80,3.5,0,Mostly Cloudy
A-11737,201,2,1/19/2017 9:14,1/19/2017 9:44,San Mateo,CA,US/Pacific,8,51.1,77,10.4,0,Light Rain
A-11738,201,2,1/19/2017 9:30,1/19/2017 10:00,Fremont,CA,US/Pacific,10,51.1,77,9.2,0.02,Mostly Cloudy
A-11743,201,2,1/19/2017 9:55,1/19/2017 10:24,Livermore,CA,US/Pacific,10,50,83,11.5,0,Light Rain
A-11749,201,2,1/19/2017 10:24,1/19/2017 10:53,Fremont,CA,US/Pacific,10,54,72,6.9,0,Mostly Cloudy
A-11754,201,2,1/19/2017 10:56,1/19/2017 11:23,San Francisco,CA,US/Pacific,10,55.9,64,13.8,0.01,Mostly Cloudy
A-11762,201,3,1/19/2017 11:13,1/19/2017 11:42,Hayward,CA,US/Pacific,10,54,72,6.9,0,Mostly Cloudy
A-11774,201,3,1/19/2017 11:54,1/19/2017 12:23,Vacaville,CA,US/Pacific,10,54,86,9.2,0.15,Scattered Clouds
A-11775,201,3,1/19/2017 11:51,1/19/2017 12:20,Auburn,CA,US/Pacific,3,46.4,93,6.9,0.03,Overcast
A-11776,201,2,1/19/2017 12:18,1/19/2017 12:48,Santa Rosa,CA,US/Pacific,10,54,80,8.1,0,Light Rain
A-11777,241,2,1/19/2017 12:22,1/19/2017 12:52,Santa Rosa,CA,US/Pacific,10,54,80,8.1,0,Light Rain
A-11784,201,2,1/19/2017 12:40,1/19/2017 13:09,West Sacramento,CA,US/Pacific,10,53.1,89,5.8,0.03,Mostly Cloudy
A-11785,201,3,1/19/2017 12:41,1/19/2017 13:10,Sacramento,CA,US/Pacific,10,53.1,89,5.8,0.03,Mostly Cloudy
A-11787,201,3,1/19/2017 12:45,1/19/2017 13:13,West Sacramento,CA,US/Pacific,10,53.1,89,5.8,0.03,Mostly Cloudy
A-11788,241,3,1/19/2017 13:03,1/19/2017 13:33,West Sacramento,CA,US/Pacific,10,53.1,89,5.8,0.03,Mostly Cloudy
A-11789,201,3,1/19/2017 13:04,1/19/2017 13:33,Sacramento,CA,US/Pacific,10,53.1,89,5.8,0.03,Mostly Cloudy
A-11812,206,3,1/19/2017 15:51,1/19/2017 16:21,Tracy,CA,US/Pacific,10,53.1,74,10.4,0,Overcast
A-11817,201,2,1/19/2017 16:08,1/19/2017 16:38,Santa Rosa,CA,US/Pacific,10,53.1,77,5.8,0,Mostly Cloudy
A-11821,241,2,1/19/2017 16:02,1/19/2017 16:32,Byron,CA,US/Pacific,10,53.1,74,10.4,0,Overcast
A-11824,201,2,1/19/2017 16:17,1/19/2017 17:01,Sacramento,CA,US/Pacific,10,55,74,5.8,0,Light Rain
A-11828,201,3,1/19/2017 16:26,1/19/2017 17:11,French Camp,CA,US/Pacific,10,53.1,83,5.8,0,Overcast
A-11832,201,2,1/19/2017 16:42,1/19/2017 17:27,Stockton,CA,US/Pacific,10,53.1,83,5.8,0,Overcast
A-11843,241,3,1/19/2017 17:32,1/19/2017 18:02,Sacramento,CA,US/Pacific,10,52,83,6.9,0,Partly Cloudy
A-11847,201,2,1/19/2017 17:54,1/19/2017 18:38,Sacramento,CA,US/Pacific,10,52,83,6.9,0,Partly Cloudy
A-11886,201,2,1/19/2017 21:23,1/19/2017 22:07,Tracy,CA,US/Pacific,10,50,71,8.1,0,Light Rain
A-11890,201,2,1/19/2017 21:23,1/19/2017 22:08,Pollock Pines,CA,US/Pacific,2,37.4,100,10.4,0.06,Overcast
A-11892,241,3,1/19/2017 21:31,1/19/2017 22:01,Los Altos,CA,US/Pacific,10,52,71,5.8,0,Light Rain
A-11894,201,2,1/19/2017 21:35,1/19/2017 22:19,Sacramento,CA,US/Pacific,10,48.9,93,5.8,0.01,Overcast
A-11899,201,2,1/19/2017 21:59,1/19/2017 22:29,San Jose,CA,US/Pacific,10,51.1,80,8.1,0,Light Rain
A-11900,201,2,1/19/2017 21:54,1/19/2017 22:38,Nevada City,CA,US/Pacific,0.2,37.4,100,4.6,0.03,Overcast
A-11901,201,3,1/19/2017 22:05,1/19/2017 22:35,San Francisco,CA,US/Pacific,10,52,80,15,0,Light Rain
A-11904,201,3,1/19/2017 22:54,1/19/2017 23:24,San Lorenzo,CA,US/Pacific,10,51.1,74,15,0,Light Rain
A-11905,241,2,1/19/2017 23:36,1/20/2017 0:21,Gualala,CA,US/Pacific,7,46.9,90,13.8,0.04,Light Rain
A-11906,244,2,1/19/2017 23:44,1/20/2017 0:13,San Francisco,CA,US/Pacific,10,52,77,12.7,0,Light Rain
A-11907,201,3,1/19/2017 23:43,1/20/2017 0:12,San Francisco,CA,US/Pacific,10,52,83,20.7,0,Light Rain
A-11908,201,2,1/20/2017 0:29,1/20/2017 1:14,Nevada City,CA,US/Pacific,4,37.4,100,15,0.02,Overcast
A-11909,201,2,1/20/2017 0:35,1/20/2017 1:04,Los Gatos,CA,US/Pacific,10,50,80,19.6,0,Light Rain
A-11910,343,2,1/20/2017 0:34,1/20/2017 1:03,Campbell,CA,US/Pacific,10,50,80,19.6,0,Light Rain
A-11912,201,3,1/20/2017 1:26,1/20/2017 2:10,Daly City,CA,US/Pacific,7,50,86,16.1,0.12,Light Rain
A-11913,241,3,1/20/2017 1:15,1/20/2017 2:00,Union City,CA,US/Pacific,9,51.1,71,17.3,0,Light Rain
A-11914,241,2,1/20/2017 1:29,1/20/2017 2:14,San Jose,CA,US/Pacific,10,50,80,20.7,0.01,Light Rain
A-11916,201,2,1/20/2017 1:50,1/20/2017 2:35,Millbrae,CA,US/Pacific,7,50,86,16.1,0.12,Light Rain
A-11917,241,2,1/20/2017 2:03,1/20/2017 2:47,Bay Point,CA,US/Pacific,9,50,74,15,0.06,Light Rain
A-11918,201,2,1/20/2017 1:52,1/20/2017 2:36,Monterey,CA,US/Pacific,10,52,74,5.8,0.01,Overcast
A-11920,201,3,1/20/2017 2:23,1/20/2017 3:08,Sunol,CA,US/Pacific,10,50,71,11.5,0.02,Light Rain
A-11921,201,2,1/20/2017 2:08,1/20/2017 2:52,Monterey,CA,US/Pacific,10,52,74,5.8,0.01,Overcast
A-11922,201,3,1/20/2017 2:09,1/20/2017 2:53,Dixon,CA,US/Pacific,5,46.4,93,20.7,0.02,Overcast
A-11923,241,3,1/20/2017 2:31,1/20/2017 3:15,Dixon,CA,US/Pacific,6,46.4,93,17.3,0.05,Overcast
A-11924,201,2,1/20/2017 2:08,1/20/2017 2:53,Royal Oaks,CA,US/Pacific,8,48,96,6.9,0.03,Light Rain
A-11925,201,3,1/20/2017 2:48,1/20/2017 3:33,Vacaville,CA,US/Pacific,6,48,93,13.8,0.13,Light Rain
A-11926,201,2,1/20/2017 3:11,1/20/2017 4:10,Vallejo,CA,US/Pacific,6,50,83,18.4,0.11,Rain
A-11927,201,3,1/20/2017 3:36,1/20/2017 4:21,Walnut Creek,CA,US/Pacific,4,50,77,17.3,0.1,Heavy Rain
A-11928,241,2,1/20/2017 4:51,1/20/2017 5:35,Freedom,CA,US/Pacific,7,46.9,100,5.8,0.14,Rain
A-11929,201,2,1/20/2017 4:48,1/20/2017 5:33,Brentwood,CA,US/Pacific,7,50,74,13.8,0.07,Light Rain
A-11930,201,3,1/20/2017 5:21,1/20/2017 5:51,Emeryville,CA,US/Pacific,7,48,89,10.4,0.36,Mostly Cloudy
A-11932,201,2,1/20/2017 6:34,1/20/2017 7:03,Santa Clara,CA,US/Pacific,7,50,83,12.7,0.04,Light Rain
A-11934,201,2,1/20/2017 6:49,1/20/2017 7:18,Arbuckle,CA,US/Pacific,9,46.9,83,31.1,0.02,Light Rain
A-11936,201,2,1/20/2017 7:15,1/20/2017 7:59,Millbrae,CA,US/Pacific,4,48.9,90,4.6,0.04,Rain
A-11937,201,2,1/20/2017 7:19,1/20/2017 8:02,Concord,CA,US/Pacific,10,50,77,8.1,0,Overcast
A-11939,201,3,1/20/2017 7:34,1/20/2017 8:20,Daly City,CA,US/Pacific,10,50,86,3.5,0.06,Overcast
A-11940,201,3,1/20/2017 7:37,1/20/2017 8:21,San Francisco,CA,US/Pacific,10,50,86,3.5,0.06,Overcast
A-11941,241,3,1/20/2017 7:47,1/20/2017 8:16,American Canyon,CA,US/Pacific,10,48.2,87,5.8,0.01,Overcast
A-11942,241,2,1/20/2017 7:55,1/20/2017 8:24,Mountain View,CA,US/Pacific,4,50,86,3.5,0.16,Rain
A-11944,201,3,1/20/2017 8:08,1/20/2017 8:53,San Ramon,CA,US/Pacific,7,46,89,5.8,0.08,Light Rain
A-11945,201,3,1/20/2017 8:56,1/20/2017 9:26,Castro Valley,CA,US/Pacific,10,51.1,86,9.2,0,Mostly Cloudy
A-11946,201,3,1/20/2017 8:34,1/20/2017 9:18,Dublin,CA,US/Pacific,10,46,89,8.1,0.14,Light Rain
A-11947,201,3,1/20/2017 8:50,1/20/2017 9:20,San Jose,CA,US/Pacific,10,48.9,90,8.1,0.07,Mostly Cloudy
A-11949,201,2,1/20/2017 9:16,1/20/2017 9:45,Lodi,CA,US/Pacific,5,46,96,16.1,0.11,Rain
A-11950,201,3,1/20/2017 9:29,1/20/2017 9:58,Sacramento,CA,US/Pacific,10,46.9,93,21.9,0.01,Light Rain
A-11951,241,2,1/20/2017 9:22,1/20/2017 9:50,Sacramento,CA,US/Pacific,10,46.9,93,21.9,0.01,Light Rain
A-11952,201,2,1/20/2017 9:30,1/20/2017 9:59,Dos Palos,CA,US/Pacific,3,48,89,21.9,0.02,Light Rain
A-11953,201,2,1/20/2017 9:46,1/20/2017 10:15,Patterson,CA,US/Pacific,10,48.9,93,10.4,0.01,Overcast
A-11956,201,3,1/20/2017 10:18,1/20/2017 10:47,Fremont,CA,US/Pacific,1.8,51.1,89,6.9,0.07,Heavy Rain
A-11957,201,2,1/20/2017 10:20,1/20/2017 10:49,Sacramento,CA,US/Pacific,10,46.9,90,18.4,0.01,Mostly Cloudy
A-11958,201,2,1/20/2017 10:21,1/20/2017 10:50,Ukiah,CA,US/Pacific,5,45,93,4.6,0.04,Light Rain
A-11960,201,2,1/20/2017 10:23,1/20/2017 10:52,Los Banos,CA,US/Pacific,6,48.9,86,15,0.01,Overcast
A-11963,201,2,1/20/2017 10:55,1/20/2017 11:25,Antioch,CA,US/Pacific,10,52,77,8.1,0.06,Mostly Cloudy
A-11971,201,2,1/20/2017 11:39,1/20/2017 12:08,Orinda,CA,US/Pacific,10,55.9,67,15,0.01,Overcast
A-11973,201,2,1/20/2017 11:47,1/20/2017 12:17,San Francisco,CA,US/Pacific,10,52,74,11.5,0.01,Mostly Cloudy
A-11974,201,2,1/20/2017 11:48,1/20/2017 12:17,Sacramento,CA,US/Pacific,10,50,86,10.4,0,Light Rain
A-11977,241,3,1/20/2017 12:21,1/20/2017 12:51,Oakland,CA,US/Pacific,10,55,77,12.7,0,Mostly Cloudy
A-11979,201,3,1/20/2017 12:21,1/20/2017 12:51,Fremont,CA,US/Pacific,7,51.1,68,11.5,0.03,Light Thunderstorms and Rain
A-11980,201,2,1/20/2017 12:30,1/20/2017 13:00,Napa,CA,US/Pacific,10,54,75,13.8,0,Mostly Cloudy
A-11981,201,2,1/20/2017 12:31,1/20/2017 13:00,Oakland,CA,US/Pacific,10,55,77,12.7,0,Mostly Cloudy
A-11985,201,2,1/20/2017 13:10,1/20/2017 13:39,Concord,CA,US/Pacific,10,54,62,12.7,0,Partly Cloudy
A-11986,201,3,1/20/2017 13:18,1/20/2017 13:48,Oakland,CA,US/Pacific,10,55,74,15,0,Mostly Cloudy
A-11987,201,2,1/20/2017 13:12,1/20/2017 13:41,Martinez,CA,US/Pacific,10,54,62,12.7,0,Partly Cloudy
A-11990,201,2,1/20/2017 14:02,1/20/2017 14:31,San Francisco,CA,US/Pacific,10,53.1,66,17.3,0.07,Light Rain
A-11991,201,2,1/20/2017 14:03,1/20/2017 14:32,Los Gatos,CA,US/Pacific,9,51.1,74,26.5,0.01,Light Rain
A-11992,201,3,1/20/2017 14:13,1/20/2017 14:43,San Jose,CA,US/Pacific,9,51.1,74,26.5,0.01,Light Rain
A-11993,201,3,1/20/2017 14:21,1/20/2017 14:51,Oakland,CA,US/Pacific,10,52,77,15,0.02,Overcast
A-11996,201,2,1/20/2017 14:56,1/20/2017 15:26,Oakland,CA,US/Pacific,10,52,80,10.4,0,Mostly Cloudy
A-11997,201,3,1/20/2017 15:15,1/20/2017 15:45,Danville,CA,US/Pacific,10,53.1,64,12.7,0,Partly Cloudy
A-12010,201,3,1/20/2017 16:18,1/20/2017 16:48,Lathrop,CA,US/Pacific,10,48.9,83,15,0,Partly Cloudy
A-12011,201,2,1/20/2017 16:25,1/20/2017 16:54,Lodi,CA,US/Pacific,10,48.9,83,15,0,Partly Cloudy
A-12012,201,2,1/20/2017 16:37,1/20/2017 17:07,Los Gatos,CA,US/Pacific,9,50,74,8.1,0,Light Rain
A-12016,241,3,1/20/2017 16:55,1/20/2017 17:25,Danville,CA,US/Pacific,8,51.1,68,11.5,0.02,Light Rain
A-12017,201,3,1/20/2017 17:11,1/20/2017 17:40,Walnut Creek,CA,US/Pacific,8,51.1,68,11.5,0.02,Light Rain
A-12022,241,2,1/20/2017 17:35,1/20/2017 18:04,Lafayette,CA,US/Pacific,10,48,77,9.2,0.06,Rain
A-12025,201,3,1/20/2017 18:01,1/20/2017 18:30,San Jose,CA,US/Pacific,10,48.9,74,4.6,0.03,Light Rain
A-12026,201,3,1/20/2017 18:11,1/20/2017 18:41,Fairfield,CA,US/Pacific,10,48.9,86,6.9,0,Overcast
A-12028,241,2,1/20/2017 18:33,1/20/2017 19:02,San Jose,CA,US/Pacific,10,48,80,4.6,0,Overcast
A-12029,241,3,1/20/2017 18:29,1/20/2017 18:58,Pleasanton,CA,US/Pacific,10,45,86,6.9,0.04,Light Rain
A-12030,241,3,1/20/2017 18:27,1/20/2017 18:57,Livermore,CA,US/Pacific,10,45,86,6.9,0.04,Light Rain
A-12035,201,3,1/20/2017 18:47,1/20/2017 19:16,San Francisco,CA,US/Pacific,10,50,74,12.7,0,Mostly Cloudy
A-12036,241,2,1/20/2017 18:50,1/20/2017 19:20,Burlingame,CA,US/Pacific,10,50,74,12.7,0,Mostly Cloudy
A-12037,241,2,1/20/2017 18:49,1/20/2017 19:19,Burlingame,CA,US/Pacific,10,50,74,12.7,0,Mostly Cloudy
A-12039,201,3,1/20/2017 18:59,1/20/2017 19:29,Richmond,CA,US/Pacific,10,48,77,10.4,0.02,Rain
A-12040,201,3,1/20/2017 19:11,1/20/2017 19:41,Tracy,CA,US/Pacific,8,46.9,83,17.3,0,Rain
A-12041,201,3,1/20/2017 19:17,1/20/2017 19:46,Pleasanton,CA,US/Pacific,10,45,86,6.9,0.04,Light Rain
A-12042,201,3,1/20/2017 19:21,1/20/2017 19:51,Tracy,CA,US/Pacific,10,45,86,6.9,0.04,Light Rain
A-12043,201,3,1/20/2017 19:31,1/20/2017 20:01,San Jose,CA,US/Pacific,10,48.9,83,8.1,0.01,Overcast
A-12046,201,3,1/20/2017 19:37,1/20/2017 20:22,Sacramento,CA,US/Pacific,10,46.9,90,9.2,0,Light Rain
A-12047,201,3,1/20/2017 19:46,1/20/2017 20:15,San Jose,CA,US/Pacific,10,48,83,3.5,0.01,Mostly Cloudy
A-12051,201,2,1/20/2017 20:03,1/20/2017 20:48,Auburn,CA,US/Pacific,3,42.8,93,12.7,0.02,Overcast
A-12052,201,2,1/20/2017 20:10,1/20/2017 20:54,Stockton,CA,US/Pacific,10,45,93,8.1,0.02,Mostly Cloudy
A-12053,201,2,1/20/2017 20:20,1/20/2017 21:05,Sacramento,CA,US/Pacific,10,46.9,90,9.2,0,Light Rain
A-12057,201,3,1/20/2017 20:25,1/20/2017 20:55,Dublin,CA,US/Pacific,10,45,90,11.5,0.01,Light Rain
A-12062,202,2,1/20/2017 20:38,1/20/2017 21:08,Modesto,CA,US/Pacific,10,46.9,86,4.6,0.01,Mostly Cloudy
A-12063,241,3,1/20/2017 20:51,1/20/2017 21:21,Milpitas,CA,US/Pacific,10,48,77,3.5,0.01,Mostly Cloudy
A-12064,201,3,1/20/2017 20:52,1/20/2017 21:22,Dublin,CA,US/Pacific,10,45,86,9.2,0.01,Light Rain
A-12066,201,2,1/20/2017 21:17,1/20/2017 21:47,Los Gatos,CA,US/Pacific,10,48,77,3.5,0.01,Mostly Cloudy
A-12068,201,2,1/20/2017 21:26,1/20/2017 22:10,Jackson,CA,US/Pacific,0.5,35.6,100,5.8,0.04,Overcast
A-12069,201,2,1/20/2017 21:24,1/20/2017 21:53,Pollock Pines,CA,US/Pacific,0.2,35.6,100,8.1,0.01,Overcast
A-12076,201,2,1/20/2017 22:30,1/20/2017 23:15,Escalon,CA,US/Pacific,10,45,90,4.6,0,Clear
A-12083,201,2,1/21/2017 0:36,1/21/2017 1:06,Guerneville,CA,US/Pacific,6,45,97,6.9,0.03,Light Rain
A-12084,201,3,1/21/2017 2:34,1/21/2017 3:04,Emeryville,CA,US/Pacific,10,52,80,16.1,0.01,Overcast
A-12086,201,2,1/21/2017 3:17,1/21/2017 4:01,Hayward,CA,US/Pacific,10,48,80,8.1,0,Light Rain
A-12091,201,2,1/21/2017 4:56,1/21/2017 5:25,Los Gatos,CA,US/Pacific,10,45,90,8.1,0,Mostly Cloudy
A-12095,201,2,1/21/2017 5:18,1/21/2017 5:48,Vacaville,CA,US/Pacific,10,46.9,93,5.8,0,Light Rain
A-12096,201,2,1/21/2017 5:19,1/21/2017 5:49,Vacaville,CA,US/Pacific,10,46.9,93,5.8,0,Light Rain
A-12098,201,2,1/21/2017 5:47,1/21/2017 6:17,Aptos,CA,US/Pacific,10,42.1,100,3.5,0,Mostly Cloudy
A-12099,201,2,1/21/2017 5:47,1/21/2017 6:16,Aptos,CA,US/Pacific,10,42.1,100,3.5,0,Mostly Cloudy
A-12101,201,2,1/21/2017 6:17,1/21/2017 7:03,Richmond,CA,US/Pacific,8,48.9,77,10.4,0.01,Light Rain
A-12102,245,3,1/21/2017 6:14,1/21/2017 7:13,Oakland,CA,US/Pacific,10,52,77,10.4,0,Mostly Cloudy
A-12103,241,2,1/21/2017 6:15,1/21/2017 7:03,Oakland,CA,US/Pacific,10,52,77,10.4,0,Mostly Cloudy
A-12104,245,3,1/21/2017 6:16,1/21/2017 7:03,Oakland,CA,US/Pacific,10,52,77,10.4,0,Mostly Cloudy
A-12106,201,3,1/21/2017 7:18,1/21/2017 7:48,Stockton,CA,US/Pacific,10,45,97,9.2,0,Light Rain
A-12107,201,2,1/21/2017 7:17,1/21/2017 7:47,Denair,CA,US/Pacific,10,44.1,89,6.9,0,Mostly Cloudy
A-12111,201,2,1/21/2017 8:55,1/21/2017 9:25,Salida,CA,US/Pacific,10,48,83,8.1,0.01,Light Rain
A-12112,201,2,1/21/2017 9:01,1/21/2017 9:30,Turlock,CA,US/Pacific,10,48,83,8.1,0.01,Light Rain
A-12113,201,2,1/21/2017 9:05,1/21/2017 9:35,Denair,CA,US/Pacific,10,48,83,8.1,0.01,Light Rain
